Date;Team_Home;Team_Away;League;Class_Home;Class_Away;Home_Prediction;Draw_Prediction;Away_Prediction;Odd_Home;Odd_Draw;Odd_Away;Result;_Double result;Goals
2023-02-17;Shelbourne;Drogheda;Irlanda 1;7;4;63;21;15;1,65;4,00;6,20;Draw;Home_Draw;Zero
2023-02-17;Belupo;Sibenik;Croácia 1;4;9;50;30;20;2,08;3,34;4,10;Away;Away_Home;One
2023-02-17;Paderborn;Kaiserslautern;Alemanha 2;4;5;51;24;25;1,95;3,90;4,20;Home;Home_Draw;One
2023-02-17;Al-Nassr;Al Taawon;Arábia Saudita 1;3;5;56;23;21;1,48;4,80;7,60;Home;Home_Draw;More_Two
2023-02-21;Frankfurt;Nápoles;UEFA Champions League;6;1;20;21;59;3,30;3,50;2,15;Away;Draw_Away;Two
2023-02-21;Liverpool;Real Madrid;UEFA Champions League;5;1;44;26;30;2,25;3,60;3,00;Away;Away_Home;More_Two
2023-02-22;Moretos;Zacatecas;México 1;4;12;50;30;20;1,93;3,50;3,74;Draw;Home_Draw;More_Two
2023-02-22;Leipzig;Manchester City;UEFA Champions League;4;4;19;22;60;4,50;3,80;1,75;Draw;Draw_Away;Two
2023-02-22;Celje;Bravo;Eslovénia 1;3;7;49;26;25;1,84;3,58;4,28;Home;Home_Draw;More_Two
2023-02-22;Inter Milao;Porto;UEFA Champions League;2;1;41;27;32;1,70;3,60;5,25;Home;Home_Draw;One
2023-02-22;Ljubljana;Gorica;Eslovénia 1;1;10;56;24;20;1,33;4,20;8,00;Home;Home_Draw;More_Two
2023-02-23;Gent;Qarabag;UEFA Conference League;10;3;43;25;32;1,91;3,30;4,33;Home;Home_Draw;Two
2023-02-23;Basileia;Trabzonspor;UEFA Conference League;8;4;49;23;28;2,30;3,40;3,10;Home;Home_Draw;Two
2023-02-23;PSV;Sevilha;UEFA Europa League;8;4;62;20;18;2,05;3,50;3,60;Home;Home_Draw;Two
2023-02-23;Rennes;Shakhtar;UEFA Europa League;8;7;59;21;20;1,62;3,80;5,25;Home;Home_Draw;One
2023-02-23;Mónaco;Leverkusen;UEFA Europa League;6;10;51;23;26;2,20;3,50;3,20;Away;Away_Home;More_Two
2023-02-23;Dnipro;Larnaka;UEFA Conference League;6;5;41;27;32;2,20;3,40;3,30;Draw;Home_Draw;Zero
2023-02-23;Partizan;Sheriff;UEFA Conference League;5;5;38;26;37;1,91;3,30;4,50;Away;Away_Home;More_Two
2023-02-23;Manchester United;Barcelona ;UEFA Europa League;5;3;39;26;35;2,25;3,10;3,30;Home;Home_Draw;More_Two
2023-02-23;Fiorentina;Braga;UEFA Conference League;5;7;49;24;27;1,73;3,60;4,75;Home;Home_Draw;More_Two
2023-02-23;Nantes;Juventus;UEFA Europa League;5;1;30;26;44;4,75;3,40;1,75;Away;Draw_Away;More_Two
2023-02-23;Cluj;Lazio;UEFA Conference League;5;4;30;26;44;4,50;3,30;1,85;Draw;Draw_Away;Zero
2023-02-23;Lech Pozman;Bodo / Glimt;UEFA Conference League;4;11;39;24;39;2,50;3,25;2,90;Home;Home_Draw;One
2023-02-23;Anderlecht;Ludogorets;UEFA Conference League;4;3;44;26;30;1,91;3,60;4,00;Home;Home_Draw;More_Two
2023-02-23;Roma ;Salzburgo;UEFA Europa League;4;2;47;25;28;1,65;3,80;5,00;Home;Home_Draw;Two
2023-02-23;Midtjylland;Sporting;UEFA Europa League;4;4;26;25;49;4,33;3,50;1,83;Away;Draw_Away;More_Two
2023-02-23;Union Berlim;Ajax;UEFA Europa League;3;1;54;22;24;2,20;3,20;3,30;Home;Home_Draw;More_Two
2023-02-24;Elche;Real Betis;Espanha 1;20;5;29;26;45;3,70;3,30;1,98;Away;Draw_Away;More_Two
2023-02-24;Trofense;Penafiel;Portugal 2;17;11;32;29;39;2,57;2,95;2,67;Away;Away_Home;More_Two
2023-02-24;Famalicão;Portimonense;Portugal 1;13;10;61;22;16;1,78;3,40;4,45;Home;Home_Draw;One
2023-02-24;Mainz;Monchagladbach;Alemanha 1;11;8;46;24;30;2,10;3,55;3,10;Home;Home_Draw;More_Two
2023-02-24;Fulham;Wolves;Inglaterra 1;6;15;51;24;25;2,45;3,05;2,92;Draw;Home_Draw;Two
2023-02-24;Lille;Brest;França 1;6;16;71;18;11;1,28;5,40;8,75;Home;Home_Draw;More_Two
2023-02-26;Sevilha;Osasuna;Espanha 1;13;10;58;24;19;1,75;3,40;4,65;Away;Away_Home;More_Two
2023-02-26;Vitesse;Ajax;Países Baixos 1;13;3;19;21;61;5,80;4,75;1,44;Away;Draw_Away;More_Two
2023-02-26;Manchester United;Newcastle;Inglaterra TL;5;5;45;25;29;2,10;3,20;3,40;Home;Home_Draw;Two
2023-02-26;Tottenham;Chelsea;Inglaterra 1;4;10;45;26;29;2,77;3,05;2,55;Home;Away_Home;Two
2023-02-26;Mónaco;Nice;França 1;3;9;60;22;18;1,93;3,55;3,55;Away;Away_Home;More_Two
2023-02-26;Bayern Munique;União Berlim;Alemanha 1;2;3;77;15;9;1,35;4,80;7,60;Home;Home_Draw;More_Two
2023-02-27;Verona;Fiorentina;Itália 1;18;15;27;26;47;3,35;3,15;2,15;Away;Draw_Away;More_Two
2023-02-27;Swansea;Rotherham;Inglaterra 2;15;20;68;19;13;1,50;4,10;6,10;Draw;Home_Draw;Two
2023-02-27;Colonia;Freiburg II;Alemanha 3;11;2;39;26;34;2,42;3,10;2,75;Away;Away_Home;More_Two
2023-02-27;Villarreal;Getafe;Espanha 1;9;19;61;22;16;1,57;3,60;5,90;Home;Home_Draw;More_Two
2023-02-27;Petrolul;Cluj;Roménia 1;8;2;25;28;47;5,20;3,50;1,65;Away;Draw_Away;More_Two
2023-02-27;Guimarães;Braga;Portugal 1;5;3;34;26;40;3,90;3,45;1,87;Home;Away_Home;More_Two
2023-02-27;Granada;Malaga;Espanha 2;5;20;57;25;18;1,62;3,60;5,50;Home;Home_Draw;One
2023-02-27;Lázio;Sampdoria;Itália 1;5;19;68;20;12;1,36;4,70;7,60;Home;Home_Draw;One
2023-07-07;Drogheda;Shamrock;Irlanda 1;8;1;21;25;54;5,00;3,00;1,50;Draw;Home_Draw;Zero
2023-07-07;Bohemians;Dundalk;Irlanda 1;5;4;43;27;30;1,90;3,50;4,50;Home;Away_Home;More_Two
2023-07-07;St. Patricks;Cork;Irlanda 1;2;9;63;22;15;1,30;3,00;5,00;Draw;Draw_Away;Two
2023-07-08;Haka Valkeakovski;Inter Turku;Finlândia 1;10;6;33;26;41;2,80;3,65;2,84;Draw;Home_Draw;More_Two
2023-07-08;HJK Helsinquia;Lahti;Finlândia 1;2;11;63;22;15;1,34;5,90;11,50;Away;Away_Home;One
2023-07-08;Kuopio ;VPS;Finlândia 1;1;12;60;23;17;2,00;3,70;5,40;Away;Away_Home;One
2023-07-09;Coritiba;Américo Mineiro;Brasil 1;20;19;40;28;33;2,38;3,25;2,90;Home;Home_Draw;More_Two
2023-07-09;Vasco da Gama;Cruzeiro;Brasil 1;18;12;44;27;29;2,62;3,25;2,62;Away;Away_Home;One
2023-07-09;Santos;Goiás;Brasil 1;14;17;57;25;18;1,85;3,40;4,33;Home;Home_Draw;More_Two
2023-07-09;Rosenborg;Lillestrom;Noruega 1;12;7;45;24;31;2,25;3,40;3,00;Away;Away_Home;More_Two
2023-07-09;Mariehamn;AC Oulu;Finlândia 1;12;4;32;26;43;2,90;3,30;2,22;Away;Draw_Away;More_Two
2023-07-09;Sirius;Hammarby;Suécia 1;12;10;32;25;43;2,69;3,55;2,50;Away;Draw_Away;More_Two
2023-07-09;Fortaleza;Atlético Paranaense;Brasil 1;11;9;63;22;15;1,80;3,60;4,50;Home;Home_Draw;One
2023-07-09;Atlético Mineiro;Corinthians;Brasil 1;10;16;67;22;11;1,55;3,75;6,50;Away;Away_Home;One
2023-07-09;Kapa;Jaro;Finlândia 2;10;11;31;25;44;2,35;3,05;2,30;Away;Draw_Away;More_Two
2023-07-09;Stromsgodset;Sarpsborg 08 ;Noruega 1;8;5;35;24;41;3,00;3,75;2,00;Home;Away_Home;More_Two
2023-07-09;Strömsgodset;Sarpsborg 08 ;Noruega 1;8;5;34;24;42;2,88;3,60;2,25;Home;Away_Home;More_Two
2023-07-09;Molde;SC Brann;Noruega 1;6;3;49;20;30;2,00;3,60;3,60;Home;Home_Draw;Two
2023-07-09;Fluminense;Internacional;Brasil 1;6;8;57;25;19;1,80;3,30;4,50;Home;Home_Draw;Two
2023-07-09;Bragantino;São Paulo;Brasil 1;5;7;41;27;32;1,91;3,50;3,80;Draw;Home_Draw;Zero
2023-07-09;Kalmar;Elfsborg;Suécia 1;5;2;37;27;37;3,16;3,58;2,20;Away;Draw_Away;More_Two
2023-07-09;Palmeiras;Flamengo;Brasil 1;4;3;63;20;17;2,00;3,40;3,25;Draw;Home_Draw;Two
2023-07-09;Grémio;Botafogo;Brasil 1;2;1;56;25;18;2,15;3,20;3,30;Away;Away_Home;Two
2023-07-15;Vålerenga IF;Molde;Noruega 1;13;5;32;24;44;4,00;3,60;1,85;Away;Draw_Away;More_Two
2023-07-15;Häcken;Brommapojkarna;Suécia 1;3;9;62;20;19;1,27;6,30;9,45;Home;Home_Draw;More_Two
2023-07-16;Aalesunds FC;Odds BK;Noruega 1;16;10;40;25;34;2,30;3,30;3,10;Away;Away_Home;More_Two
2023-07-16;Rosenborg;Tromsø;Noruega 1;12;2;54;24;22;1,95;3,75;3,60;Home;Home_Draw;More_Two
2023-07-16;Atlético Paranaense;Bahia;Brasil 1;11;16;61;23;16;1,67;3,60;5,00;Home;Home_Draw;Two
2023-07-16;Hammarby;Kalmar;Suécia 1;10;6;55;24;21;1,93;3,53;4,05;Home;Home_Draw;More_Two
2023-07-16;Internacional;Palmeiras;Brasil 1;10;5;42;29;29;2,80;3,20;2,45;Draw;Draw_Away;Zero
2023-07-16;Cruzeiro;Coritiba;Brasil 1;9;18;65;21;14;1,65;3,75;5,25;Draw;Home_Draw;Zero
2023-07-16;Stabaek IF;Viking IF;Noruega 1;9;3;39;25;36;2,90;3,40;2,30;Away;Draw_Away;One
2023-07-16;Mjällby;IFK Norrköping;Suécia 1;8;7;43;27;30;2,20;3,35;3,55;Away;Away_Home;More_Two
2023-07-16;São Paulo;Santos;Brasil 1;8;13;65;22;13;1,57;3,75;5,75;Home;Home_Draw;More_Two
2023-07-16;Fortaleza;Cuiabá;Brasil 1;7;14;62;23;15;1,60;3,80;5,25;Away;Away_Home;One
2023-07-16;Fluminense;Flamengo;Brasil 1;4;2;47;25;28;2,70;3,20;2,45;Draw;Draw_Away;Zero
2023-07-16;Botafogo;Bragantino-SP;Brasil 1;1;6;61;23;17;1,95;3,40;3,80;Home;Home_Draw;Two
2023-07-23;Santos;Botafogo;Brasil 1;14;1;30;30;40;3,85;3,25;2,25;Draw;Draw_Away;More_Two
2023-07-23;Portimonense;CF Estrela;Portugal TL;13;8;31;26;43;2,15;2,85;2,72;Home;Home_Draw;More_Two
2023-07-23;Leixões;Feirense;Portugal TL;12;8;28;35;37;2,25;2,90;2,55;Draw;Home_Draw;Zero
2023-07-23;Oliveirense;Gil Vicente;Portugal TL;10;7;23;38;39;3,10;3,00;1,90;Home;Away_Home;One
2023-07-23;Moreirense;Farense;Portugal TL;9;2;50;33;17;2,05;2,95;2,80;Draw;Home_Draw;Two
2023-07-23;Vizela;Maritimo;Portugal TL;8;8;40;41;19;1,75;3,05;3,60;Home;Home_Draw;More_Two
2023-07-23;Bragantino;Internacional;Brasil 1;7;11;49;29;22;2,22;3,36;3,80;Draw;Home_Draw;Zero
2023-07-23;Palmeiras;Fortaleza;Brasil 1;6;9;55;26;19;1,73;4,00;5,50;Home;Home_Draw;More_Two
2023-07-23;AVS;Desp. Chaves;Portugal TL;6;3;22;19;59;3,30;2,95;1,85;Draw;Draw_Away;Two
2023-07-23;Belenenses;Famalicão;Portugal TL;5;8;26;34;40;3,50;3,05;1,78;Home;Away_Home;More_Two
2023-07-23;Nacional;Penafiel;Portugal TL;5;12;44;38;18;2,15;2,90;2,72;Draw;Home_Draw;One
2023-07-23;Estoril;Paços de Ferreira;Portugal TL;4;11;34;41;25;1,82;3,00;3,40;Home;Home_Draw;Two
2023-07-23;Países Baixo;Portugal;Mundial Feminino;2;3;44;27;29;1,39;3,90;4,90;Home;Home_Draw;One
2023-07-23;Vilaverdense;Casa Pia;Portugal TL;1;6;31;34;35;3,75;3,20;1,65;Away;Draw_Away;Two
2023-07-29;Corinthians;Vasco da Gama;Brasil 1;15;20;50;27;24;1,85;3,30;4,50;Home;Home_Draw;More_Two
2023-07-29;Santa Clara;Tondela;Portugal TL;14;8;31;36;33;1,72;3,10;3,60;Draw;Home_Draw;Zero
2023-07-29;Internacional;Cuiabá;Brasil 1;10;12;58;25;17;1,80;3,30;4,50;Away;Away_Home;More_Two
2023-07-29;Fortaleza;Bragantino;Brasil 1;9;8;57;24;19;1,98;3,30;3,65;Away;Away_Home;More_Two
2023-07-29;Fluminense;Santos;Brasil 1;7;14;66;21;12;1,52;3,85;6,20;Home;Home_Draw;One
2023-07-29;Atlético Paranaense;Cruzeiro;Brasil 1;5;11;42;28;30;1,95;3,35;3,70;Draw;Home_Draw;More_Two
2023-07-30;América Mineiro;Palmeiras;Brasil 1;19;4;30;27;43;3,65;3,40;1,95;Away;Draw_Away;More_Two
2023-07-30;Atlético Mineiro;Flamengo;Brasil 1;13;3;48;26;26;2,35;3,15;2,95;Away;Away_Home;More_Two
2023-07-30;Royal Antwerp;Cercle Brugge;Bélgica 1;8;9;59;22;19;1,75;3,65;4,25;Home;Home_Draw;One
2023-07-30;St. Truiden;Standard Liége;Bélgica 1;7;14;48;24;28;2,57;3,25;2,60;Home;Home_Draw;One
2023-07-30;Club Brugge;Mechelen;Bélgica 1;7;10;57;23;21;1,44;4,65;6,00;Draw;Home_Draw;Two
2023-07-30;São Paulo;Bahia;Brasil 1;6;17;70;19;11;1,53;3,75;6,20;Draw;Home_Draw;Zero
2023-07-30;Gent;Kortrijk;Bélgica 1;5;7;70;17;12;1,30;5,30;8,25;Home;Home_Draw;More_Two
2023-07-30;Botafogo;Coritiba;Brasil 1;1;18;71;19;10;1,50;3,90;6,50;Home;Home_Draw;More_Two
2023-08-03;Bohemians 1905;Bodo / Glimt;UEFA Conference League;9;3;14;17;69;4,00;3,60;1,80;Away;Draw_Away;More_Two
2023-08-03;Rosenborg;Crusaders;UEFA Conference League;4;6;64;21;16;1,29;5,00;9,50;Draw;Home_Draw;Two
2023-08-03;Petroclub;Maccabi Tel Aviv;UEFA Conference League;4;6;19;24;57;7,50;4,33;1,40;Away;Draw_Away;Two
2023-08-03;Pogon Szczecin;Linfield;UEFA Conference League;3;7;54;23;24;1,30;5,25;8,00;Home;Home_Draw;More_Two
2023-08-03;Tobol;Basileia;UEFA Conference League;1;7;37;25;39;3,20;3,40;2,10;Away;Draw_Away;More_Two
2023-08-05;Goiás;Fortaleza;Brasil 1;16;11;42;30;28;3,00;3,35;2,62;Home;Away_Home;One
2023-08-05;Santos;Atlético Paranaense;Brasil 1;15;7;49;28;23;2,46;3,20;3,30;Draw;Home_Draw;Two
2023-08-05;Internacional;Corinthians;Brasil 1;12;14;58;26;16;2,20;3,25;4,20;Draw;Home_Draw;More_Two
2023-08-05;Cercle Brugge;Charleroi;Bélgica 1;7;10;49;24;27;1,97;3,90;4,00;Home;Home_Draw;Two
2023-08-05;Manchester City;Arsenal;Inglaterra Super Taça;3;5;61;22;17;1,84;4,35;4,75;Draw;Home_Draw;Two
2023-08-06;Vasco da Gama;Grémio;Brasil 1;20;4;38;29;33;2,96;3,40;2,66;Home;Away_Home;One
2023-08-06;Coritiba;Bragantino;Brasil 1;18;6;39;27;34;3,00;3,36;2,55;Away;Draw_Away;One
2023-08-06;Bahia;Américo Mineiro;Brasil 1;17;19;53;24;23;2,02;3,60;3,75;Home;Home_Draw;More_Two
2023-08-06;Sandefjord;Sarpsborg 08 ;Noruega 1;15;7;32;22;46;4,75;4,33;1,65;Home;Away_Home;More_Two
2023-08-06;Anderlecht;Royal Antwerp;Bélgica 1;12;6;34;27;39;2,63;3,75;2,66;Home;Home_Draw;One
2023-08-06;Cruzeiro;Botafogo;Brasil 1;10;1;46;28;26;2,45;3,35;3,30;Draw;Home_Draw;Zero
2023-08-06;Westerlo;Club Brugge;Bélgica 1;9;5;25;23;52;3,80;3,84;1,98;Away;Draw_Away;One
2023-08-06;Kraft;TP-47;Finlândia ;8;9;37;24;40;2,10;3,50;2,88;Draw;Home_Draw;More_Two
2023-08-06;São Paulo;Atlético Mineiro;Brasil 1;8;13;47;27;27;2,20;3,22;3,60;Away;Away_Home;Two
2023-08-06;Mechelen;Gent;Bélgica 1;7;7;24;22;54;3,95;3,96;1,92;Away;Draw_Away;One
2023-08-06;Kfum;Asane;Noruega 2;5;15;53;22;25;1,55;4,33;5,75;Home;Home_Draw;More_Two
2023-08-06;Fluminense;Palmeiras;Brasil 1;5;3;44;28;28;2,63;3,35;2,98;Home;Home_Draw;More_Two
2023-08-06;Breidablik;KR;Islândia;3;6;53;22;26;1,62;4,20;5,00;Away;Away_Home;More_Two
2023-08-06;Viking;Bodo / Glimt;Noruega 1;2;1;24;22;54;2,70;3,75;2,40;Home;Away_Home;More_Two
2023-08-07;Varbergs;Mjallby;Suécia 1;16;9;31;28;42;2,90;3,25;2,45;Away;Draw_Away;More_Two
2023-08-07;Cantolao;Huancayo;Peru 1;15;6;24;26;50;4,50;3,50;1,83;Draw;Draw_Away;Two
2023-08-07;Aldosivi;Estudiantes;Argentina 1;13;12;48;28;24;2,40;3,10;3,20;Draw;Home_Draw;Two
2023-08-07;Garcillaso;Deportivo Municipal;Peru 1;10;19;63;20;16;1,33;5,75;7,50;Home;Home_Draw;More_Two
2023-08-07;KTP;Inter Turku;Finlândia 1;9;7;33;26;42;3,30;3,50;2,15;Away;Draw_Away;More_Two
2023-08-07;Voluntari;Rapid;Roménia 1;7;8;33;28;39;3,25;3,30;2,10;Home;Away_Home;More_Two
2023-08-07;Norrkoping;Gotenborg;Suécia 1;6;15;48;26;26;2,10;3,30;3,60;Home;Home_Draw;More_Two
2023-08-07;Wexford;Waterford;Irlanda 1;5;2;16;22;62;5,75;5,00;1,36;Away;Draw_Away;One
2023-08-07;Malmo;Halmstads;Suécia 1;3;8;75;16;9;1,29;6,00;9,50;Home;Home_Draw;More_Two
2023-08-07;Valur;KA;Islândia 1;2;7;57;22;21;1,45;4,75;6,00;Home;Home_Draw;More_Two
2023-08-08;Quito;Cuenca;Equador 1;13;14;79;15;7;1,33;5,00;9,50;Home;Home_Draw;Two
2023-08-08;Meizhou;Yatai;China 1;13;9;39;25;36;2,30;3,50;3,00;Home;Home_Draw;More_Two
2023-08-08;Qingdao;Shanghai;China 1;11;1;19;24;57;6,50;4,33;1,50;Away;Draw_Away;More_Two
2023-08-08;Braga;Backa Topola;UEFA Champions League;7;8;70;18;12;1,25;6,00;11,00;Home;Home_Draw;More_Two
2023-08-08;Zhejiang;Nantong;China 1;6;15;41;27;32;1,57;4,20;5,75;Draw;Home_Draw;Two
2023-08-08;FH;Vikingur;Islândia 1;6;1;34;23;43;3,80;3,80;1,83;Away;Draw_Away;More_Two
2023-08-08;Copenhaga;Sparta Praga;UEFA Champions League;6;3;41;25;34;2,20;3,40;3,30;Draw;Home_Draw;Zero
2023-08-08;PSV;Sturm Graz;UEFA Champions League;6;5;55;20;25;1,53;4,00;6,00;Home;Home_Draw;More_Two
2023-08-08;Grotta;IA Akranes;Islândia 2;5;3;25;21;54;3,10;3,75;1,91;Away;Draw_Away;More_Two
2023-08-08;Derby County;Blackpool;Inglaterra Taça da Liga;5;5;50;24;25;2,00;3,75;3,50;Away;Away_Home;Two
2023-08-08;Olimpija;Galatasaray;UEFA Champions League;5;3;29;24;47;4,33;3,60;1,83;Away;Draw_Away;More_Two
2023-08-08;Rakow;Aris Salonica;UEFA Champions League;5;9;59;22;19;1,95;3,60;3,60;Home;Home_Draw;More_Two
2023-08-08;Klaksvik;Molde;UEFA Champions League;3;2;30;36;34;4,75;4,00;1,70;Home;Away_Home;More_Two
2023-08-09;Asane;Mjondalen;Noruega 2;15;9;50;22;28;1,91;3,80;3,75;Home;Home_Draw;More_Two
2023-08-09;AEK Larnaca;Macabi Tel Aviv;UEFA Conference League;6;4;31;26;43;3,50;3,40;2,05;Draw;Draw_Away;Two
2023-08-09;Start;Skeid;Noruega 2;6;16;62;20;18;1,50;4,50;6,00;Home;Home_Draw;More_Two
2023-08-09;Gent;Pogon Szczecin;UEFA Conference League;6;5;53;22;24;1,44;5,00;6,50;Home;Home_Draw;More_Two
2023-08-09;Panathinaikos;Marselha;UEFA Champions League;6;8;34;28;38;3,50;3,25;2,15;Home;Away_Home;One
2023-08-09;Benfica;Porto;Portugal Super Taça;6;5;39;26;35;2,65;3,30;2,90;Home;Home_Draw;Two
2023-08-09;Lublin;Lech Poznan II;Polónia Taça;5;12;59;20;21;1,30;4,75;7,50;Home;Home_Draw;One
2023-08-09;Slovan Bratislava;Macabi Haifa;UEFA Champions League;4;3;36;38;26;3,40;3,10;2,25;Away;Draw_Away;More_Two
2023-08-09;Rangers;Servette;UEFA Champions League;4;7;56;22;22;1,45;4,75;6,00;Home;Home_Draw;More_Two
2023-08-10;Bodo / Glimt;Pyunik;UEFA Conference League;9;3;67;19;14;1,20;6,00;8,50;Home;Home_Draw;More_Two
2023-08-10;Neftci;Besiktas;UEFA Conference League;7;3;9;16;75;5,20;3,90;1,53;Away;Draw_Away;More_Two
2023-08-10;TPS;JJK;Finlândia 1;5;12;70;17;13;1,20;5,75;10,00;Home;Home_Draw;Two
2023-08-10;Santa Coloma;AZ Alkmaar;UEFA Conference League;5;6;13;20;66;21,00;8,00;1,10;Away;Draw_Away;One
2023-08-10;Fenerbace;Maribor;UEFA Conference League;3;5;69;17;13;1,14;7,00;17,00;Home;Home_Draw;More_Two
2023-08-11;Groningen;Jong Ajax;Países Baixos 2;16;7;55;21;24;1,57;4,33;5,25;Home;Home_Draw;More_Two
2023-08-11;Aegir;Thor;Islândia 2;12;9;38;24;38;3,60;3,75;1,80;Away;Draw_Away;More_Two
